parent_destination,name_cn,name_en,latitude,longitude,kind,country_code,tripadvisor_url,tripadvisor_geo_id
Patagonia,普埃托蒙特,Puerto Montt,-41.46890,-72.94110,city,CL,https://www.tripadvisor.com/Tourism-g294298-Puerto_Montt_Los_Lagos_Region-Vacations.html,294298
Patagonia,埃尔查尔滕,El Chalten,-49.33150,-72.88630,town,AR,https://www.tripadvisor.com/Tourism-g316035-El_Chalten_Province_of_Santa_Cruz_Patagonia-Vacations.html,316035
Patagonia,埃尔卡拉法特,El Calafate,-50.33790,-72.26480,town,AR,https://www.tripadvisor.com/Tourism-g312851-El_Calafate_Province_of_Santa_Cruz_Patagonia-Vacations.html,312851
Patagonia,托雷斯德尔帕伊内国家公园,Torres del Paine,-50.94230,-73.40680,national_park,CL,https://www.tripadvisor.com/Tourism-g670171-Torres_del_Paine_National_Park_Magallanes_Region-Vacations.html,670171
Iceland,冰岛高地,Highlands of Iceland,64.75000,-18.50000,region,IS,https://www.tripadvisor.com/Tourism-g189000-Icelandic_Highlands.html,189000
Sahara Desert,扎古拉,Zagora,30.33240,-5.83840,town,MA,https://www.tripadvisor.com/Tourism-g293001-Zagora_Draa_Tafilalet_Morocco.html,293001
Sahara Desert,姆哈米德,M'Hamid,29.82420,-5.72080,desert_town,MA,https://www.tripadvisor.com/Tourism-g293002-M_Hamid_Draa_Tafilalet_Morocco.html,293002
Sahara Desert,埃尔富德,Erfoud,31.43530,-4.23260,town,MA,https://www.tripadvisor.com/Tourism-g317070-Erfoud_Meknes_Tafilalet_Region-Vacations.html,317070
Sahara Desert,里萨尼,Rissani,31.28200,-4.26560,town,MA,https://www.tripadvisor.com/Tourism-g304019-Rissani_Meknes_Tafilalet_Region-Vacations.html,304019
Sahara Desert,廷吉尔,Tinerhir,31.51470,-5.53280,town,MA,https://www.tripadvisor.com/Tourism-g480211-Tinerhir_Souss_Massa-Vacations.html,480211
Sahara Desert,塔塔,Tata,29.74460,-7.97300,town,MA,https://www.tripadvisor.com/Tourism-g304021-Tata_Guelmim_Oued_Noun-Vacations.html,304021
Sahara Desert,托泽尔,Tozeur,33.91970,8.13350,town,TN,https://www.tripadvisor.com/Tourism-g293004-Tozeur_Tozeur_Governorate_Tunisia.html,293004
Sahara Desert,内夫塔,Nefta,33.87310,7.87770,town,TN,https://www.tripadvisor.com/Tourism-g297951-Nefta_Tozeur_Governorate-Vacations.html,297951
Sahara Desert,马特马他,Matmata,33.54420,9.97160,town,TN,https://www.tripadvisor.com/Tourism-g293756-Matmata_Gabes_Governorate-Vacations.html,293756
Marrakesh,马拉喀什老城,Medina of Marrakech,31.63150,-7.98640,neighborhood,MA,https://www.tripadvisor.com/Tourism-g293005-Medina_of_Marrakech_Marrakech_Safi_Morocco.html,293005
Marrakesh,乌里卡山谷,Ourika Valley,31.33000,-7.76670,valley,MA,https://www.tripadvisor.com/Tourism-g293006-Ourika_Valley_Marrakech_Safi_Morocco.html,293006
Marrakesh,伊姆利勒,Imlil,31.13500,-7.91940,village,MA,https://www.tripadvisor.com/Tourism-g293007-Imlil_Marrakech_Safi_Morocco.html,293007
Marrakesh,阿特拉斯山脉,Atlas Mountains,31.05900,-7.91500,mountain_region,MA,https://www.tripadvisor.com/Tourism-g293008-Atlas_Mountains_Marrakech_Safi_Morocco.html,293008
Marrakesh,瓦尔扎扎特,Ouarzazate,30.93350,-6.93700,city,MA,https://www.tripadvisor.com/Tourism-g304018-Ouarzazate_Draa_Tafilalet-Vacations.html,304018
Marrakesh,阿伊特本哈杜,Ait Ben Haddou,31.04700,-7.12990,village_or_ksar,MA,https://www.tripadvisor.com/Tourism-g304011-Ait_Ben_Haddou_Souss_Massa-Vacations.html,304011
Marrakesh,索维拉,Essaouira,31.50850,-9.75950,city,MA,https://www.tripadvisor.com/Tourism-g298349-Essaouira_Marrakech_Safi-Vacations.html,298349
Marrakesh,图卜卡勒国家公园,Toubkal National Park,31.05900,-7.91500,national_park,MA,https://www.tripadvisor.com/Tourism-g33068477-Toubkal_Souss_Massa-Vacations.html,33068477
Marrakesh,阿斯尼,Asni,31.24910,-7.98260,village,MA,https://www.tripadvisor.com/Tourism-g676158-Asni_Marrakech_Safi-Vacations.html,676158
